permission,permission_type,permission_id,display_name,description,admin_consent_required,severity,severity_score,privileged,risk_family,resource,operation,constraint,scope_model,broad_scope,limited_or_resource_scoped,write_capability,read_capability,delete_capability,send_or_impersonation_capability,privilege_assignment_capability,control_plane,auth_or_credential_surface,business_data_exposure,security_data_exposure,device_management_surface,destructive_capability,recommended_handling,least_privilege_hint,risk_rationale,source,source_section,source_url,catalog_date,programmatic_catalog_query,risk_model,notes
PendingExternalUserProfile.ReadWrite.All,Delegated,93a1fb28-c908-4826-904e-0c74ad352b73,Read and write pending external user profiles,"Allows the app to read and write available properties of pending external user profiles, on behalf of the signed-in user.",Yes,Medium,55,false,Business data / collaboration data,PendingExternalUserProfile,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,true,false,false,false,Review context / prefer least-privileged alternative,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PeopleSettings.ReadWrite.All,Delegated,e67e6727-c080-415e-b521-e3f35d5248e9,Read and write tenant-wide people settings,Allows the application to read and write tenant-wide people settings on behalf of the signed-in user.,Yes,Medium,55,false,Low-risk or narrow resource access,PeopleSettings,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,false,false,false,false,Review context / prefer least-privileged alternative,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Place.ReadWrite.All,Delegated,4c06a06a-098a-4063-868e-5dfee3827264,Read and write organization places,"Allows the app to manage organization places (conference rooms and room lists) for calendar events and other applications, on behalf of the signed-in user.",Yes,Medium,55,false,Business data / collaboration data,Place,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,true,false,false,false,Review context / prefer least-privileged alternative,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PlaceDevice.ReadWrite.All,Delegated,eafd6a71-e95a-4f8a-bb6e-fb84ab7fbd9e,Read and write all workplace devices,"Allows the app to read and write all workplace devices, on behalf of the signed-in user.",Yes,Medium,55,false,Device / endpoint management,PlaceDevice,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,false,false,true,false,Review context / prefer least-privileged alternative,Restrict to approved endpoint-management automation and monitor device/action changes.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintConnector.ReadWrite.All,Delegated,79ef9967-7d59-4213-9c64-4b10687637d8,Read and write print connectors,Allows the application to read and write print connectors on behalf of the signed-in user.,Yes,Medium,55,false,Low-risk or narrow resource access,PrintConnector,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,false,false,false,false,Review context / prefer least-privileged alternative,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintJob.ReadWrite.All,Delegated,036b9544-e8c5-46ef-900a-0646cc42b271,Read and write print jobs,Allows the application to read and update the metadata and document content of print jobs on behalf of the signed-in user.,Yes,Medium,55,false,Device / endpoint management,PrintJob,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,true,false,true,false,Review context / prefer least-privileged alternative,Restrict to approved endpoint-management automation and monitor device/action changes.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintJob.ReadWriteBasic.All,Delegated,3a0db2f6-0d2a-4c19-971b-49109b19ad3d,Read and write basic information of print jobs,Allows the application to read and update the metadata of print jobs on behalf of the signed-in user. Does not allow access to print job document content.,Yes,Medium,55,false,Device / endpoint management,PrintJob,ReadWriteBasic,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,true,false,true,false,Review context / prefer least-privileged alternative,Restrict to approved endpoint-management automation and monitor device/action changes.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintSettings.ReadWrite.All,Delegated,9ccc526a-c51c-4e5c-a1fd-74726ef50b8f,Read and write tenant-wide print settings,Allows the application to read and write tenant-wide print settings on behalf of the signed-in user.,Yes,Medium,55,false,Low-risk or narrow resource access,PrintSettings,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,false,false,false,false,Review context / prefer least-privileged alternative,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Printer.FullControl.All,Delegated,93dae4bd-43a1-4a23-9a1a-92957e1d9121,"Register, read, update, and unregister printers","Allows the application to create (register), read, update, and delete (unregister) printers on behalf of the signed-in user.",Yes,Medium,55,false,Device / endpoint management,Printer,FullControl,All,Delegated/user-bounded permission,true,false,true,true,true,false,false,false,false,false,false,true,true,Review context / prefer least-privileged alternative,Restrict to approved endpoint-management automation and monitor device/action changes.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; delete/full-control/destructive capability; endpoint/device-management surface,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Printer.ReadWrite.All,Delegated,89f66824-725f-4b8f-928e-e1c5258dc565,Read and update printers,Allows the application to read and update printers on behalf of the signed-in user. Does not allow creating (registering) or deleting (unregistering) printers.,Yes,Medium,55,false,Device / endpoint management,Printer,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,true,false,false,false,false,false,false,true,true,Review context / prefer least-privileged alternative,Restrict to approved endpoint-management automation and monitor device/action changes.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; delete/full-control/destructive capability; endpoint/device-management surface,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrinterShare.ReadWrite.All,Delegated,06ceea37-85e2-40d7-bec3-91337a46038f,Read and write printer shares,Allows the application to read and update printer shares on behalf of the signed-in user.,Yes,Medium,55,false,Device / endpoint management,PrinterShare,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,false,false,false,false,false,true,false,Review context / prefer least-privileged alternative,Restrict to approved endpoint-management automation and monitor device/action changes.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
